Trial,Mode,ZScore,BetSide,BetSize,Outcome,Won,PnL,Bankroll
3432,DALEM,-3.286,UN,1.00,UN,True,1.00,51.00
3433,DALEM,-3.286,UN,0.80,UN,True,0.80,51.80
3434,DALEM,-3.286,UN,0.60,UN,True,0.60,52.40
3435,DALEM,-3.651,UN,0.40,OV,False,-0.40,52.00
3436,DALEM,-3.286,UN,0.60,OV,False,-0.60,51.40
3437,DALEM,-2.921,UN,0.80,UN,True,0.80,52.20
3438,DALEM,-2.921,UN,0.60,UN,True,0.60,52.80
3439,DALEM,-2.921,UN,0.40,UN,True,0.40,53.20
3440,DALEM,-2.921,UN,0.20,UN,True,0.20,53.40
3446,DALEM,-3.286,UN,1.00,UN,True,1.00,54.40
3447,DALEM,-3.286,UN,0.80,OV,False,-0.80,53.60
3448,DALEM,-3.286,UN,1.00,OV,False,-1.00,52.60
3449,DALEM,-2.921,UN,1.20,OV,False,-1.20,51.40
3450,DALEM,-2.556,UN,1.40,UN,True,1.40,52.80
3451,DALEM,-2.556,UN,1.20,OV,False,-1.20,51.60
3452,DALEM,-2.191,UN,1.40,OV,False,-1.40,50.20
3453,DALEM,-1.826,UN,1.60,OV,False,-1.60,48.60
3454,DALEM,-1.826,UN,1.80,UN,True,1.80,50.40
3455,DALEM,-1.826,UN,1.60,OV,False,-1.60,48.80
3456,DALEM,-1.461,UN,1.80,UN,True,1.80,50.60
3457,DALEM,-1.826,UN,1.60,UN,True,1.60,52.20
3458,DALEM,-1.826,UN,1.40,UN,True,1.40,53.60
3459,DALEM,-1.826,UN,1.20,OV,False,-1.20,52.40
3460,DALEM,-1.461,UN,1.40,UN,True,1.40,53.80
3461,DALEM,-1.461,UN,1.20,OV,False,-1.20,52.60
3462,DALEM,-1.095,UN,1.40,OV,False,-1.40,51.20
3463,DALEM,-0.730,UN,1.60,UN,True,1.60,52.80
3464,DALEM,-0.730,UN,1.40,OV,False,-1.40,51.40
3465,DALEM,-0.365,UN,1.60,UN,True,1.60,53.00
3466,DALEM,-0.730,UN,1.40,UN,True,1.40,54.40
3467,DALEM,-1.095,UN,1.20,UN,True,1.20,55.60
3468,DALEM,-1.095,UN,1.00,UN,True,1.00,56.60
3469,DALEM,-1.095,UN,0.80,UN,True,0.80,57.40
3470,DALEM,-1.095,UN,0.60,UN,True,0.60,58.00
3471,DALEM,-1.095,UN,0.40,OV,False,-0.40,57.60
3472,DALEM,-0.730,UN,0.60,OV,False,-0.60,57.00
3473,DALEM,-0.730,UN,0.80,UN,True,0.80,57.80
3474,DALEM,-0.730,UN,0.60,OV,False,-0.60,57.20
3475,DALEM,-0.365,UN,0.80,OV,False,-0.80,56.40
3476,DALEM,0.000,UN,1.00,OV,False,-1.00,55.40
3477,DALEM,0.365,UN,1.20,OV,False,-1.20,54.20
3478,DALEM,0.365,UN,1.40,OV,False,-1.40,52.80
3479,DALEM,0.365,UN,1.60,UN,True,1.60,54.40
3480,DALEM,0.000,UN,1.40,OV,False,-1.40,53.00
3481,DALEM,0.365,UN,1.60,UN,True,1.60,54.60
3482,DALEM,0.000,UN,1.40,UN,True,1.40,56.00
3483,DALEM,-0.365,UN,1.20,UN,True,1.20,57.20
3484,DALEM,-0.730,UN,1.00,UN,True,1.00,58.20
3485,DALEM,-0.730,UN,0.80,UN,True,0.80,59.00
3486,DALEM,-1.095,UN,0.60,UN,True,0.60,59.60
3487,DALEM,-1.095,UN,0.40,OV,False,-0.40,59.20
3488,DALEM,-0.730,UN,0.60,OV,False,-0.60,58.60
3489,DALEM,-0.365,UN,0.80,UN,True,0.80,59.40
3490,DALEM,-0.730,UN,0.60,OV,False,-0.60,58.80
3491,DALEM,-0.365,UN,0.80,UN,True,0.80,59.60
3492,DALEM,-0.730,UN,0.60,UN,True,0.60,60.20
3493,DALEM,-1.095,UN,0.40,UN,True,0.40,60.60
3494,DALEM,-1.095,UN,0.20,UN,True,0.20,60.80
9361,DALEM,-3.286,UN,1.00,UN,True,1.00,61.80
9362,DALEM,-3.286,UN,0.80,OV,False,-0.80,61.00
9363,DALEM,-2.921,UN,1.00,UN,True,1.00,62.00
9364,DALEM,-2.921,UN,0.80,UN,True,0.80,62.80
9365,DALEM,-2.921,UN,0.60,OV,False,-0.60,62.20
9366,DALEM,-2.556,UN,0.80,UN,True,0.80,63.00
9367,DALEM,-2.921,UN,0.60,UN,True,0.60,63.60
9368,DALEM,-3.286,UN,0.40,UN,True,0.40,64.00
9369,DALEM,-3.651,UN,0.20,OV,False,-0.20,63.80
9370,DALEM,-3.286,UN,0.40,OV,False,-0.40,63.40
9371,DALEM,-2.921,UN,0.60,UN,True,0.60,64.00
9372,DALEM,-2.921,UN,0.40,OV,False,-0.40,63.60
9373,DALEM,-2.556,UN,0.60,OV,False,-0.60,63.00
9374,DALEM,-2.191,UN,0.80,UN,True,0.80,63.80
9375,DALEM,-2.191,UN,0.60,OV,False,-0.60,63.20
9376,DALEM,-1.826,UN,0.80,OV,False,-0.80,62.40
9377,DALEM,-1.461,UN,1.00,OV,False,-1.00,61.40
9378,DALEM,-1.095,UN,1.20,OV,False,-1.20,60.20
9379,DALEM,-1.095,UN,1.40,OV,False,-1.40,58.80
9380,DALEM,-0.730,UN,1.60,UN,True,1.60,60.40
9381,DALEM,-1.095,UN,1.40,UN,True,1.40,61.80
9382,DALEM,-1.461,UN,1.20,UN,True,1.20,63.00
9383,DALEM,-1.461,UN,1.00,UN,True,1.00,64.00
9384,DALEM,-1.461,UN,0.80,UN,True,0.80,64.80
9385,DALEM,-1.461,UN,0.60,UN,True,0.60,65.40
9386,DALEM,-1.461,UN,0.40,UN,True,0.40,65.80
9387,DALEM,-1.461,UN,0.20,OV,False,-0.20,65.60
9388,DALEM,-1.095,UN,0.40,OV,False,-0.40,65.20
9389,DALEM,-0.730,UN,0.60,OV,False,-0.60,64.60
9390,DALEM,-0.365,UN,0.80,UN,True,0.80,65.40
9391,DALEM,-0.365,UN,0.60,UN,True,0.60,66.00
9392,DALEM,-0.365,UN,0.40,OV,False,-0.40,65.60
9393,DALEM,-0.365,UN,0.60,OV,False,-0.60,65.00
9394,DALEM,0.000,UN,0.80,OV,False,-0.80,64.20
9395,DALEM,0.365,UN,1.00,OV,False,-1.00,63.20
9396,DALEM,0.365,UN,1.20,UN,True,1.20,64.40
9397,DALEM,0.365,UN,1.00,UN,True,1.00,65.40
9398,DALEM,0.365,UN,0.80,OV,False,-0.80,64.60
9399,DALEM,0.730,UN,1.00,UN,True,1.00,65.60
9400,DALEM,0.365,UN,0.80,UN,True,0.80,66.40
9401,DALEM,0.000,UN,0.60,OV,False,-0.60,65.80
9402,DALEM,0.365,UN,0.80,OV,False,-0.80,65.00
9403,DALEM,0.365,UN,1.00,UN,True,1.00,66.00
9404,DALEM,0.000,UN,0.80,OV,False,-0.80,65.20
9405,DALEM,0.365,UN,1.00,UN,True,1.00,66.20
9406,DALEM,0.000,UN,0.80,OV,False,-0.80,65.40
9407,DALEM,0.000,UN,1.00,OV,False,-1.00,64.40
9408,DALEM,0.000,UN,1.20,UN,True,1.20,65.60
9409,DALEM,-0.365,UN,1.00,UN,True,1.00,66.60
9410,DALEM,-0.730,UN,0.80,UN,True,0.80,67.40
9411,DALEM,-0.730,UN,0.60,OV,False,-0.60,66.80
9412,DALEM,-0.365,UN,0.80,UN,True,0.80,67.60
9413,DALEM,-0.365,UN,0.60,OV,False,-0.60,67.00
9414,DALEM,0.000,UN,0.80,UN,True,0.80,67.80
9415,DALEM,0.000,UN,0.60,OV,False,-0.60,67.20
9416,DALEM,0.365,UN,0.80,OV,False,-0.80,66.40
9417,DALEM,0.730,UN,1.00,OV,False,-1.00,65.40
9418,DALEM,0.730,UN,1.20,UN,True,1.20,66.60
9419,DALEM,0.365,UN,1.00,OV,False,-1.00,65.60
9420,DALEM,0.365,UN,1.20,UN,True,1.20,66.80
9421,DALEM,0.365,UN,1.00,OV,False,-1.00,65.80
9422,DALEM,0.730,UN,1.20,OV,False,-1.20,64.60
9423,DALEM,0.730,UN,1.40,UN,True,1.40,66.00
9424,DALEM,0.365,UN,1.20,OV,False,-1.20,64.80
9425,DALEM,0.365,UN,1.40,OV,False,-1.40,63.40
9426,DALEM,0.365,UN,1.60,OV,False,-1.60,61.80
9427,DALEM,0.730,UN,1.80,UN,True,1.80,63.60
9428,DALEM,0.730,UN,1.60,OV,False,-1.60,62.00
9429,DALEM,0.730,UN,1.80,OV,False,-1.80,60.20
9430,DALEM,1.095,UN,2.00,UN,True,2.00,62.20
9431,DALEM,1.095,UN,1.80,OV,False,-1.80,60.40
9432,DALEM,1.095,UN,2.00,UN,True,2.00,62.40
9433,DALEM,0.730,UN,1.80,UN,True,1.80,64.20
9434,DALEM,0.730,UN,1.60,UN,True,1.60,65.80
9435,DALEM,0.365,UN,1.40,UN,True,1.40,67.20
9436,DALEM,0.365,UN,1.20,UN,True,1.20,68.40
9437,DALEM,0.000,UN,1.00,OV,False,-1.00,67.40
9438,DALEM,0.000,UN,1.20,UN,True,1.20,68.60
9439,DALEM,0.000,UN,1.00,UN,True,1.00,69.60
9440,DALEM,0.000,UN,0.80,UN,True,0.80,70.40
9441,DALEM,0.000,UN,0.60,OV,False,-0.60,69.80
9442,DALEM,0.000,UN,0.80,UN,True,0.80,70.60
9443,DALEM,0.000,UN,0.60,OV,False,-0.60,70.00
9444,DALEM,0.000,UN,0.80,UN,True,0.80,70.80
9445,DALEM,0.000,UN,0.60,UN,True,0.60,71.40
9446,DALEM,-0.365,UN,0.40,OV,False,-0.40,71.00
9447,DALEM,-0.365,UN,0.60,OV,False,-0.60,70.40
9448,DALEM,-0.365,UN,0.80,OV,False,-0.80,69.60
9449,DALEM,0.000,UN,1.00,OV,False,-1.00,68.60
9450,DALEM,0.000,UN,1.20,OV,False,-1.20,67.40
9451,DALEM,0.365,UN,1.40,OV,False,-1.40,66.00
9452,DALEM,0.365,UN,1.60,UN,True,1.60,67.60
9453,DALEM,0.000,UN,1.40,OV,False,-1.40,66.20
9454,DALEM,0.365,UN,1.60,UN,True,1.60,67.80
9455,DALEM,0.000,UN,1.40,UN,True,1.40,69.20
9456,DALEM,-0.365,UN,1.20,OV,False,-1.20,68.00
9457,DALEM,-0.365,UN,1.40,UN,True,1.40,69.40
9458,DALEM,-0.365,UN,1.20,UN,True,1.20,70.60
9459,DALEM,-0.730,UN,1.00,UN,True,1.00,71.60
9460,DALEM,-1.095,UN,0.80,OV,False,-0.80,70.80
9461,DALEM,-0.730,UN,1.00,OV,False,-1.00,69.80
9462,DALEM,-0.730,UN,1.20,UN,True,1.20,71.00
9463,DALEM,-0.730,UN,1.00,UN,True,1.00,72.00
9464,DALEM,-0.730,UN,0.80,OV,False,-0.80,71.20
9465,DALEM,-0.365,UN,1.00,UN,True,1.00,72.20
9466,DALEM,-0.365,UN,0.80,OV,False,-0.80,71.40
9467,DALEM,0.000,UN,1.00,OV,False,-1.00,70.40
9468,DALEM,0.000,UN,1.20,OV,False,-1.20,69.20
9469,DALEM,0.365,UN,1.40,UN,True,1.40,70.60
9470,DALEM,0.365,UN,1.20,OV,False,-1.20,69.40
9471,DALEM,0.730,UN,1.40,OV,False,-1.40,68.00
9472,DALEM,0.730,UN,1.60,OV,False,-1.60,66.40
9473,DALEM,1.095,UN,1.80,OV,False,-1.80,64.60
9474,DALEM,1.095,UN,2.00,UN,True,2.00,66.60
9475,DALEM,1.095,UN,1.80,OV,False,-1.80,64.80
9476,DALEM,1.461,UN,2.00,OV,False,-2.00,62.80
9477,DALEM,1.461,UN,2.20,UN,True,2.20,65.00
9478,DALEM,1.095,UN,2.00,UN,True,2.00,67.00
9479,DALEM,0.730,UN,1.80,OV,False,-1.80,65.20
9480,DALEM,0.730,UN,2.00,UN,True,2.00,67.20
9481,DALEM,0.365,UN,1.80,OV,False,-1.80,65.40
9482,DALEM,0.365,UN,2.00,UN,True,2.00,67.40
9483,DALEM,0.365,UN,1.80,OV,False,-1.80,65.60
9484,DALEM,0.365,UN,2.00,UN,True,2.00,67.60
9485,DALEM,0.365,UN,1.80,OV,False,-1.80,65.80
9486,DALEM,0.730,UN,2.00,UN,True,2.00,67.80
9487,DALEM,0.365,UN,1.80,UN,True,1.80,69.60
9488,DALEM,0.365,UN,1.60,OV,False,-1.60,68.00
9489,DALEM,0.730,UN,1.80,UN,True,1.80,69.80
9490,DALEM,0.730,UN,1.60,OV,False,-1.60,68.20
9491,DALEM,0.730,UN,1.80,OV,False,-1.80,66.40
9492,DALEM,0.730,UN,2.00,UN,True,2.00,68.40
9493,DALEM,0.730,UN,1.80,OV,False,-1.80,66.60
9494,DALEM,1.095,UN,2.00,UN,True,2.00,68.60
9495,DALEM,0.730,UN,1.80,OV,False,-1.80,66.80
9496,DALEM,1.095,UN,2.00,UN,True,2.00,68.80
9497,DALEM,0.730,UN,1.80,UN,True,1.80,70.60
9498,DALEM,0.365,UN,1.60,OV,False,-1.60,69.00
9499,DALEM,0.365,UN,1.80,UN,True,1.80,70.80
9500,DALEM,0.365,UN,1.60,OV,False,-1.60,69.20
9501,DALEM,0.365,UN,1.80,UN,True,1.80,71.00
9502,DALEM,0.000,UN,1.60,OV,False,-1.60,69.40
9503,DALEM,0.000,UN,1.80,OV,False,-1.80,67.60
9504,DALEM,0.000,UN,2.00,UN,True,2.00,69.60
9505,DALEM,0.000,UN,1.80,UN,True,1.80,71.40
9506,DALEM,-0.365,UN,1.60,UN,True,1.60,73.00
9507,DALEM,-0.730,UN,1.40,OV,False,-1.40,71.60
9508,DALEM,-0.365,UN,1.60,OV,False,-1.60,70.00
9509,DALEM,0.000,UN,1.80,OV,False,-1.80,68.20
9510,DALEM,0.000,UN,2.00,OV,False,-2.00,66.20
9511,DALEM,0.365,UN,2.20,UN,True,2.20,68.40
9512,DALEM,0.000,UN,2.00,UN,True,2.00,70.40
9513,DALEM,0.000,UN,1.80,UN,True,1.80,72.20
9514,DALEM,-0.365,UN,1.60,OV,False,-1.60,70.60
9515,DALEM,0.000,UN,1.80,OV,False,-1.80,68.80
9516,DALEM,0.000,UN,2.00,UN,True,2.00,70.80
9517,DALEM,0.000,UN,1.80,UN,True,1.80,72.60
9518,DALEM,0.000,UN,1.60,OV,False,-1.60,71.00
9519,DALEM,0.000,UN,1.80,OV,False,-1.80,69.20
9520,DALEM,0.365,UN,2.00,UN,True,2.00,71.20
9521,DALEM,0.000,UN,1.80,UN,True,1.80,73.00
9522,DALEM,-0.365,UN,1.60,OV,False,-1.60,71.40
9523,DALEM,0.000,UN,1.80,UN,True,1.80,73.20
9524,DALEM,-0.365,UN,1.60,UN,True,1.60,74.80
9525,DALEM,-0.365,UN,1.40,OV,False,-1.40,73.40
9526,DALEM,-0.365,UN,1.60,UN,True,1.60,75.00
9527,DALEM,-0.365,UN,1.40,OV,False,-1.40,73.60
9528,DALEM,0.000,UN,1.60,UN,True,1.60,75.20
9529,DALEM,-0.365,UN,1.40,OV,False,-1.40,73.80
9530,DALEM,0.000,UN,1.60,UN,True,1.60,75.40
9531,DALEM,-0.365,UN,1.40,UN,True,1.40,76.80
9532,DALEM,-0.365,UN,1.20,UN,True,1.20,78.00
9533,DALEM,-0.730,UN,1.00,UN,True,1.00,79.00
9534,DALEM,-1.095,UN,0.80,UN,True,0.80,79.80
9535,DALEM,-1.095,UN,0.60,UN,True,0.60,80.40
9536,DALEM,-1.095,UN,0.40,OV,False,-0.40,80.00
9537,DALEM,-0.730,UN,0.60,UN,True,0.60,80.60
9538,DALEM,-1.095,UN,0.40,UN,True,0.40,81.00
9539,DALEM,-1.461,UN,0.20,UN,True,0.20,81.20
10715,DALEM,3.286,OV,1.00,OV,True,1.00,82.20
10716,DALEM,3.651,OV,0.80,UN,False,-0.80,81.40
10717,DALEM,3.286,OV,1.00,OV,True,1.00,82.40
10718,DALEM,3.286,OV,0.80,UN,False,-0.80,81.60
10719,DALEM,2.921,OV,1.00,UN,False,-1.00,80.60
10720,DALEM,2.556,OV,1.20,UN,False,-1.20,79.40
10721,DALEM,2.191,OV,1.40,UN,False,-1.40,78.00
10722,DALEM,1.826,OV,1.60,UN,False,-1.60,76.40
10723,DALEM,1.461,OV,1.80,OV,True,1.80,78.20
10724,DALEM,1.826,OV,1.60,UN,False,-1.60,76.60
10725,DALEM,1.461,OV,1.80,UN,False,-1.80,74.80
10726,DALEM,1.095,OV,2.00,OV,True,2.00,76.80
10727,DALEM,1.095,OV,1.80,UN,False,-1.80,75.00
10728,DALEM,0.730,OV,2.00,OV,True,2.00,77.00
10729,DALEM,0.730,OV,1.80,OV,True,1.80,78.80
10730,DALEM,0.730,OV,1.60,OV,True,1.60,80.40
10731,DALEM,0.730,OV,1.40,OV,True,1.40,81.80
10732,DALEM,1.095,OV,1.20,UN,False,-1.20,80.60
10733,DALEM,0.730,OV,1.40,UN,False,-1.40,79.20
10734,DALEM,0.365,OV,1.60,UN,False,-1.60,77.60
10735,DALEM,0.000,OV,1.80,UN,False,-1.80,75.80
10736,DALEM,-0.365,OV,2.00,UN,False,-2.00,73.80
10737,DALEM,-0.730,OV,2.20,UN,False,-2.20,71.60
10738,DALEM,-0.730,OV,2.40,OV,True,2.40,74.00
10739,DALEM,-0.730,OV,2.20,UN,False,-2.20,71.80
10740,DALEM,-0.730,OV,2.40,OV,True,2.40,74.20
10741,DALEM,-0.730,OV,2.20,OV,True,2.20,76.40
10742,DALEM,-0.365,OV,2.00,UN,False,-2.00,74.40
10743,DALEM,-0.730,OV,2.20,OV,True,2.20,76.60
10744,DALEM,-0.730,OV,2.00,UN,False,-2.00,74.60
10745,DALEM,-1.095,OV,2.20,OV,True,2.20,76.80
10746,DALEM,-1.095,OV,2.00,OV,True,2.00,78.80
10747,DALEM,-0.730,OV,1.80,OV,True,1.80,80.60
10748,DALEM,-0.730,OV,1.60,OV,True,1.60,82.20
10749,DALEM,-0.365,OV,1.40,OV,True,1.40,83.60
10750,DALEM,0.000,OV,1.20,OV,True,1.20,84.80
10751,DALEM,0.365,OV,1.00,UN,False,-1.00,83.80
10752,DALEM,0.365,OV,1.20,UN,False,-1.20,82.60
10753,DALEM,0.365,OV,1.40,OV,True,1.40,84.00
10754,DALEM,0.365,OV,1.20,UN,False,-1.20,82.80
10755,DALEM,0.365,OV,1.40,OV,True,1.40,84.20
10756,DALEM,0.730,OV,1.20,OV,True,1.20,85.40
10757,DALEM,0.730,OV,1.00,OV,True,1.00,86.40
10758,DALEM,1.095,OV,0.80,OV,True,0.80,87.20
10759,DALEM,1.095,OV,0.60,OV,True,0.60,87.80
10760,DALEM,1.095,OV,0.40,UN,False,-0.40,87.40
10761,DALEM,0.730,OV,0.60,UN,False,-0.60,86.80
10762,DALEM,0.365,OV,0.80,UN,False,-0.80,86.00
10763,DALEM,0.365,OV,1.00,OV,True,1.00,87.00
10764,DALEM,0.730,OV,0.80,OV,True,0.80,87.80
10765,DALEM,1.095,OV,0.60,UN,False,-0.60,87.20
10766,DALEM,1.095,OV,0.80,UN,False,-0.80,86.40
10767,DALEM,1.095,OV,1.00,UN,False,-1.00,85.40
10768,DALEM,1.095,OV,1.20,OV,True,1.20,86.60
10769,DALEM,1.095,OV,1.00,UN,False,-1.00,85.60
10770,DALEM,1.095,OV,1.20,UN,False,-1.20,84.40
10771,DALEM,0.730,OV,1.40,OV,True,1.40,85.80
10772,DALEM,0.730,OV,1.20,UN,False,-1.20,84.60
10773,DALEM,0.730,OV,1.40,UN,False,-1.40,83.20
10774,DALEM,0.365,OV,1.60,UN,False,-1.60,81.60
10775,DALEM,0.365,OV,1.80,OV,True,1.80,83.40
10776,DALEM,0.365,OV,1.60,OV,True,1.60,85.00
10777,DALEM,0.365,OV,1.40,OV,True,1.40,86.40
10778,DALEM,0.365,OV,1.20,OV,True,1.20,87.60
10779,DALEM,0.365,OV,1.00,UN,False,-1.00,86.60
10780,DALEM,0.000,OV,1.20,UN,False,-1.20,85.40
10781,DALEM,-0.365,OV,1.40,OV,True,1.40,86.80
10782,DALEM,0.000,OV,1.20,OV,True,1.20,88.00
10783,DALEM,0.365,OV,1.00,OV,True,1.00,89.00
10784,DALEM,0.365,OV,0.80,OV,True,0.80,89.80
10785,DALEM,0.730,OV,0.60,UN,False,-0.60,89.20
10786,DALEM,0.365,OV,0.80,UN,False,-0.80,88.40
10787,DALEM,0.000,OV,1.00,UN,False,-1.00,87.40
10788,DALEM,-0.365,OV,1.20,OV,True,1.20,88.60
10789,DALEM,-0.365,OV,1.00,UN,False,-1.00,87.60
10790,DALEM,-0.730,OV,1.20,UN,False,-1.20,86.40
10791,DALEM,-0.730,OV,1.40,UN,False,-1.40,85.00
10792,DALEM,-0.730,OV,1.60,UN,False,-1.60,83.40
10793,DALEM,-0.730,OV,1.80,OV,True,1.80,85.20
10794,DALEM,-0.730,OV,1.60,OV,True,1.60,86.80
10795,DALEM,-0.730,OV,1.40,OV,True,1.40,88.20
10796,DALEM,-0.365,OV,1.20,UN,False,-1.20,87.00
10797,DALEM,-0.365,OV,1.40,OV,True,1.40,88.40
10798,DALEM,0.000,OV,1.20,OV,True,1.20,89.60
10799,DALEM,0.000,OV,1.00,UN,False,-1.00,88.60
10800,DALEM,0.000,OV,1.20,OV,True,1.20,89.80
10801,DALEM,0.365,OV,1.00,OV,True,1.00,90.80
10802,DALEM,0.365,OV,0.80,UN,False,-0.80,90.00
10803,DALEM,0.365,OV,1.00,OV,True,1.00,91.00
10804,DALEM,0.730,OV,0.80,UN,False,-0.80,90.20
10805,DALEM,0.730,OV,1.00,UN,False,-1.00,89.20
10806,DALEM,0.365,OV,1.20,UN,False,-1.20,88.00
10807,DALEM,0.000,OV,1.40,UN,False,-1.40,86.60
10808,DALEM,-0.365,OV,1.60,UN,False,-1.60,85.00
10809,DALEM,-0.730,OV,1.80,OV,True,1.80,86.80
10810,DALEM,-0.365,OV,1.60,UN,False,-1.60,85.20
10811,DALEM,-0.365,OV,1.80,OV,True,1.80,87.00
10812,DALEM,-0.365,OV,1.60,UN,False,-1.60,85.40
10813,DALEM,-0.730,OV,1.80,OV,True,1.80,87.20
10814,DALEM,-0.730,OV,1.60,UN,False,-1.60,85.60
10815,DALEM,-1.095,OV,1.80,OV,True,1.80,87.40
10816,DALEM,-0.730,OV,1.60,OV,True,1.60,89.00
10817,DALEM,-0.365,OV,1.40,OV,True,1.40,90.40
10818,DALEM,0.000,OV,1.20,UN,False,-1.20,89.20
10819,DALEM,-0.365,OV,1.40,OV,True,1.40,90.60
10820,DALEM,0.000,OV,1.20,UN,False,-1.20,89.40
10821,DALEM,0.000,OV,1.40,OV,True,1.40,90.80
10822,DALEM,0.365,OV,1.20,UN,False,-1.20,89.60
10823,DALEM,0.365,OV,1.40,OV,True,1.40,91.00
10824,DALEM,0.365,OV,1.20,OV,True,1.20,92.20
10825,DALEM,0.365,OV,1.00,OV,True,1.00,93.20
10826,DALEM,0.365,OV,0.80,UN,False,-0.80,92.40
10827,DALEM,0.365,OV,1.00,OV,True,1.00,93.40
10828,DALEM,0.365,OV,0.80,OV,True,0.80,94.20
10829,DALEM,0.365,OV,0.60,OV,True,0.60,94.80
10830,DALEM,0.730,OV,0.40,UN,False,-0.40,94.40
10831,DALEM,0.365,OV,0.60,OV,True,0.60,95.00
10832,DALEM,0.365,OV,0.40,OV,True,0.40,95.40
10833,DALEM,0.730,OV,0.20,OV,True,0.20,95.60
11340,DALEM,-3.286,UN,1.00,UN,True,1.00,96.60
11341,DALEM,-3.651,UN,0.80,UN,True,0.80,97.40
11342,DALEM,-3.651,UN,0.60,UN,True,0.60,98.00
11343,DALEM,-3.651,UN,0.40,OV,False,-0.40,97.60
11344,DALEM,-3.651,UN,0.60,UN,True,0.60,98.20
11345,DALEM,-3.651,UN,0.40,OV,False,-0.40,97.80
11346,DALEM,-3.286,UN,0.60,UN,True,0.60,98.40
11347,DALEM,-3.651,UN,0.40,UN,True,0.40,98.80
11348,DALEM,-3.651,UN,0.20,UN,True,0.20,99.00
11349,DALEM,-3.651,UN,1.00,OV,False,-1.00,98.00
11350,DALEM,-3.286,UN,1.20,UN,True,1.20,99.20
11351,DALEM,-3.286,UN,1.00,UN,True,1.00,100.20
11352,DALEM,-3.286,UN,0.80,OV,False,-0.80,99.40
11353,DALEM,-2.921,UN,1.00,OV,False,-1.00,98.40
11354,DALEM,-2.921,UN,1.20,UN,True,1.20,99.60
11355,DALEM,-2.921,UN,1.00,UN,True,1.00,100.60
11356,DALEM,-2.921,UN,0.80,OV,False,-0.80,99.80
11357,DALEM,-2.556,UN,1.00,UN,True,1.00,100.80
11358,DALEM,-2.921,UN,0.80,OV,False,-0.80,100.00
11359,DALEM,-2.556,UN,1.00,OV,False,-1.00,99.00
11360,DALEM,-2.191,UN,1.20,OV,False,-1.20,97.80
11361,DALEM,-1.826,UN,1.40,OV,False,-1.40,96.40
11362,DALEM,-1.461,UN,1.60,UN,True,1.60,98.00
11363,DALEM,-1.461,UN,1.40,UN,True,1.40,99.40
11364,DALEM,-1.826,UN,1.20,UN,True,1.20,100.60
11365,DALEM,-1.826,UN,1.00,OV,False,-1.00,99.60
11366,DALEM,-1.461,UN,1.20,UN,True,1.20,100.80
11367,DALEM,-1.461,UN,1.00,UN,True,1.00,101.80
11368,DALEM,-1.461,UN,0.80,UN,True,0.80,102.60
11369,DALEM,-1.461,UN,0.60,OV,False,-0.60,102.00
11370,DALEM,-1.095,UN,0.80,OV,False,-0.80,101.20
11371,DALEM,-0.730,UN,1.00,UN,True,1.00,102.20
11372,DALEM,-0.730,UN,0.80,UN,True,0.80,103.00
11373,DALEM,-0.730,UN,0.60,OV,False,-0.60,102.40
